structure,resolution_high,abangle_HL_outlier,abangle_HC1_outlier,abangle_HC2_outlier,abangle_LC1_outlier,abangle_LC2_outlier,abangle_dc_outlier,cdrh3_high,cdr_high,rare_species,exclude
4r2g_N0-M0,False,False,False,False,True,False,False,False,False,False,True
4tvp_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4tvp_D0-E0,False,False,False,False,False,False,False,False,False,False,False
5cey_B0-A0,False,False,False,False,True,True,False,False,False,False,True
5cey_D0-C0,False,False,False,False,False,False,False,False,False,False,False
5cez_H0-L0,False,False,False,False,False,True,False,False,False,False,True
5cez_D0-E0,False,False,False,False,False,False,False,False,False,False,False
5fyj_D0-E0,False,False,False,False,False,False,False,False,False,False,False
5fyj_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5fyj_U1-V0,False,False,False,False,False,False,False,False,False,False,False
5fyk_D0-E0,False,False,False,False,False,False,False,False,False,False,False
5fyk_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5fyk_U1-V0,False,False,False,False,False,False,False,False,False,False,False
5fyl_D0-E0,False,False,False,False,False,False,False,False,False,False,False
5fyl_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5kan_G0-I0,False,False,False,False,False,False,False,False,False,False,False
5kan_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5kan_J0-K0,False,False,False,False,False,False,False,False,False,False,False
5t3s_H0-L0,True,False,False,False,False,True,False,False,False,False,True
5t3s_D0-E0,True,False,False,False,False,False,False,False,False,False,True
5t3x_H0-L0,True,False,False,False,False,False,True,False,False,False,True
5t3x_D0-E0,True,False,False,False,False,False,False,False,False,False,True
5t3z_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5t3z_D0-E0,False,False,False,False,False,False,False,False,False,False,False
5u7m_D0-E0,False,False,False,False,False,False,False,False,False,False,False
5u7m_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5u7o_D0-E0,False,False,False,False,False,False,False,False,False,False,False
5u7o_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5um8_H0-L0,True,False,False,False,False,False,False,False,False,False,True
5um8_D0-E0,True,False,False,False,False,False,False,False,False,False,True
5utf_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5utf_D0-E0,False,False,False,False,False,False,False,False,False,False,False
5v7j_H0-L0,False,False,False,False,False,True,False,False,False,False,True
5v7j_D0-E0,False,False,False,False,False,False,False,False,False,False,False
5wdu_D0-D1,True,False,False,False,False,False,False,False,False,False,True
5wdu_O0-O1,True,False,False,False,False,False,False,False,False,False,True
5wdu_W0-W1,True,False,False,False,False,False,False,False,False,False,True
5wdu_C0-B0,True,False,False,False,False,False,False,False,False,False,True
5wdu_L0-K0,True,False,False,False,False,False,False,False,False,False,True
5wdu_T0-S0,True,False,False,False,False,False,False,False,False,False,True
5wdu_M0-N0,True,False,False,False,False,False,False,False,False,False,True
5wdu_U0-V0,True,False,False,False,False,False,False,False,False,False,True
5wdu_H0-I0,True,False,False,False,False,False,False,False,False,False,True
7mw4_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7mw4_D0-E0,False,False,False,False,False,False,False,False,False,False,False
7mw4_F0-G0,False,False,False,False,False,False,False,False,False,False,False
7yd1_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7yub_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8esv_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8fwf_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8gut_S0-S1,False,False,False,False,False,False,False,False,False,False,False
8h08_D0-J0,False,False,False,False,False,False,False,False,False,False,False
8h08_F0-H0,False,False,False,False,False,False,False,False,False,False,False
8h08_L0-P0,False,False,False,False,False,False,False,False,False,False,False
8h08_N0-O0,False,False,False,False,False,False,False,False,False,False,False
8h08_I0-K0,False,False,False,False,False,False,False,False,False,False,False
8h08_Q0-R0,False,False,False,False,False,False,False,False,False,False,False
8id9_S0-S1,False,False,False,False,False,False,False,False,False,False,False
8j7v_E0-C0,False,False,False,False,False,False,False,False,False,False,False
8j7v_F0-D0,False,False,False,False,False,False,False,False,False,False,False
8p8j_F0-E0,False,False,False,False,False,False,False,False,False,False,False
8p8j_D0-C0,False,False,False,False,False,False,False,False,False,False,False
8sal_C0-D0,True,False,False,False,False,False,False,False,False,False,True
8sal_G0-H0,True,False,False,False,False,False,False,False,False,False,True
8sal_K0-L0,True,False,False,False,False,False,False,False,False,False,True
8si9_J0-I0,False,False,False,False,False,False,False,False,False,False,False
8si9_K0-L0,False,False,False,False,False,False,False,False,False,False,False
8szy_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8szy_C0-D0,False,False,False,False,False,False,False,False,False,False,False
8szy_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8szy_I0-M0,False,False,False,False,False,False,False,False,False,False,False
8tfp_B0-A0,False,False,False,False,False,False,False,False,False,False,False
8tfp_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8wrb_E0-E1,False,False,False,False,False,False,False,False,False,False,False
4hh9_B0-A0,False,False,False,False,False,False,False,False,False,False,False
4hh9_D0-C0,False,False,False,False,False,False,False,False,False,False,False
7wq3_S0-S1,False,False,False,False,False,False,False,False,False,False,False
7wwj_G0-F0,False,False,False,False,False,False,False,False,False,False,False
7wwj_I0-H0,False,False,False,False,False,False,False,False,False,False,False
7wwk_G0-F0,False,False,False,False,False,False,False,False,False,False,False
7wwk_I0-H0,False,False,False,False,False,False,False,False,False,False,False
7wwm_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7wwm_I0-M0,False,False,False,False,False,False,False,False,False,False,False
7wwm_J0-N0,False,False,False,False,False,False,False,False,False,False,False
8bk2_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8bk2_D0-E0,False,False,False,False,False,False,False,False,False,False,False
8bk2_F0-G0,False,False,False,False,False,False,False,False,False,False,False
8d01_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8d01_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8efl_E0-E1,False,False,False,False,False,False,False,False,False,False,False
8eh5_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8eh5_M0-N0,False,False,False,False,False,False,False,False,False,False,False
8eh5_O0-P0,False,False,False,False,False,False,False,False,False,False,False
8ezl_H0-H1,False,False,False,False,False,False,False,False,False,True,True
8f2j_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8f2j_D0-F0,False,False,False,False,False,False,False,False,False,False,False
8f2j_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8f2j_I0-J0,False,False,False,False,False,False,False,False,False,False,False
8fn1_E0-E1,False,False,False,False,False,False,False,False,False,False,False
8fwh_HHH0-LLL0,False,False,False,False,False,False,False,False,False,False,False
8g3n_E0-F0,False,False,False,False,False,False,False,False,False,False,False
8g3n_A0-D0,False,False,False,False,False,False,False,False,False,False,False
8g3n_B0-H0,False,False,False,False,False,False,False,False,False,False,False
8g3n_C0-I0,False,False,False,False,False,False,False,False,False,False,False
8gbw_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8goc_D0-E0,True,False,False,False,False,False,False,False,False,False,True
8goc_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8goc_M0-N0,True,False,False,False,False,False,False,False,False,False,True
8gp5_E0-F0,True,False,False,False,False,False,False,False,False,False,True
8gs9_H0-K0,False,False,False,False,False,False,False,False,False,False,False
8gsb_H0-K0,True,False,False,False,False,False,False,False,False,False,True
8gsf_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8gsf_E0-F0,True,False,False,False,False,False,False,False,False,False,True
8guq_S0-S1,False,False,False,False,False,False,False,False,False,False,False
8h07_E0-J0,False,False,False,False,False,False,False,False,False,False,False
8h07_G0-H0,False,False,False,False,False,False,False,False,False,False,False
8h07_M0-P0,False,False,False,False,False,False,False,False,False,False,False
8h07_N0-O0,False,False,False,False,False,False,False,False,False,False,False
8h07_I0-K0,False,False,False,False,False,False,False,False,False,False,False
8h07_Q0-R0,False,False,False,False,False,False,False,False,False,False,False
8h0p_E0-E1,False,False,False,False,False,False,False,False,False,False,False
8hc8_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8hca_D0-E0,True,False,False,False,False,False,False,False,False,False,True
8hca_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8hca_F0-G0,True,False,False,False,False,False,True,False,False,False,True
8hcq_E0-E1,False,False,False,False,False,False,False,False,False,False,False
8heb_G0-F0,True,False,False,False,False,False,False,False,False,False,True
8heb_I0-H0,True,False,False,False,False,False,False,False,False,False,True
8heb_E0-D0,True,False,False,False,False,False,False,False,False,False,True
8hij_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8i0n_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8i0n_I0-M0,False,False,False,False,False,False,False,False,False,False,False
8id6_S0-S1,False,False,False,False,False,False,False,False,False,False,False
8iv8_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8iv8_C0-D0,True,False,False,False,False,False,False,False,False,False,True
8iw7_S0-S1,False,False,False,False,False,False,False,False,False,True,True
8iw9_S0-S1,False,False,False,False,False,False,False,False,False,False,False
8j7e_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8j7e_C0-D0,False,False,False,False,False,False,False,False,False,False,False
8jil_S0-S1,False,False,False,False,False,False,False,False,False,False,False
8oju_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8ol9_B0-A0,False,False,False,False,False,False,False,False,False,False,False
8oxv_B0-C0,False,False,False,False,False,False,False,False,False,False,False
8phw_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8saq_C0-D0,True,False,False,False,False,False,False,False,False,False,True
8saq_H0-I0,True,False,False,False,False,False,False,False,False,False,True
8saq_M0-N0,True,False,False,False,False,False,False,False,False,False,True
8smi_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8tjf_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8tjf_B0-A0,False,False,False,False,False,False,False,False,False,False,False
8wsq_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7qnw_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7qnw_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7wck_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7wcr_a0-b0,False,False,False,False,False,False,False,False,False,False,False
7wcu_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7wcz_a0-b0,False,False,False,False,False,False,False,False,False,False,False
7wd0_a0-b0,False,False,False,False,False,False,False,False,False,False,False
7wd0_c0-d0,False,False,False,False,False,False,False,False,False,False,False
7wd7_a0-b0,False,False,False,False,False,False,False,False,False,False,False
7wd7_c0-d0,False,False,False,False,False,False,False,False,False,False,False
7wd7_e0-f0,False,False,False,False,False,False,False,False,False,False,False
7wd8_E0-F0,True,False,False,False,False,False,False,False,False,False,True
7wd9_E0-F0,True,False,False,False,False,False,False,False,False,False,True
7wd9_G0-H0,True,False,False,False,False,False,False,False,False,False,True
7wd9_I0-J0,True,False,False,False,False,False,False,False,False,False,True
7wdf_D0-E0,True,False,False,False,False,False,False,False,False,False,True
7wdf_F0-G0,True,False,False,False,False,False,False,False,False,False,True
7we7_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7we7_J0-M0,True,False,False,False,False,False,False,False,False,False,True
7we7_K0-N0,True,False,False,False,False,False,False,False,False,False,True
7we8_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7we9_C0-L0,True,False,False,False,False,False,False,False,False,False,True
7we9_H0-J0,True,True,True,False,False,False,True,False,False,False,True
7we9_I0-K0,True,False,True,False,False,False,True,False,False,False,True
7wea_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7wea_G0-I0,False,False,False,False,False,False,False,False,False,False,False
7web_G0-I0,True,False,False,False,False,False,False,False,False,False,True
7web_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7wec_G0-J0,False,False,False,False,False,False,False,False,False,False,False
7wec_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7wec_I0-K0,False,False,False,False,False,False,False,False,False,False,False
7wed_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7wee_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7wef_C0-L0,True,False,False,False,False,False,False,False,False,False,True
7wf7_E0-E1,False,False,False,False,False,False,False,False,False,False,False
7wgd_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7wh8_B0-A0,False,False,False,False,False,False,False,False,False,False,False
7whb_D0-E0,False,False,False,False,False,False,False,False,False,False,False
7whb_G0-H0,False,False,False,False,False,False,False,False,False,False,False
7whb_J0-K0,False,False,False,False,False,False,False,False,False,False,False
7whd_D0-E0,False,False,False,False,False,False,False,False,False,False,False
7whd_G0-H0,False,False,False,False,False,False,False,False,False,False,False
7whd_J0-K0,False,False,False,False,False,False,False,False,False,False,False
7whz_B0-D0,False,False,False,False,False,False,False,False,False,False,False
7whz_C0-E0,False,False,False,False,False,False,False,False,False,False,False
7whz_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7wi0_B0-D0,True,False,False,False,False,False,False,False,False,False,True
7wi0_C0-E0,True,False,False,False,False,False,False,False,False,False,True
7wi0_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7wig_S0-S1,False,False,False,False,False,False,False,False,False,False,False
7wj5_E0-E1,True,False,False,False,False,False,False,False,False,False,True
7wjy_B0-C0,False,False,False,False,False,False,False,False,False,False,False
7wjy_E0-F0,False,False,False,False,False,False,False,False,False,False,False
7wjz_A0-C0,False,False,False,False,False,False,False,False,False,False,False
7wjz_D0-N0,False,False,False,False,False,False,False,False,False,False,False
7wjz_E0-O0,False,False,False,False,False,False,False,False,False,False,False
7wjz_F0-P0,False,False,False,False,False,False,False,False,False,False,False
7wjz_G0-Q0,False,False,False,False,False,False,False,False,False,False,False
7wjz_H0-R0,False,False,False,False,False,False,False,False,False,False,False
7wk0_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7wk0_D0-E0,False,False,False,False,False,False,False,False,False,False,False
7wk8_C0-D0,True,False,False,False,False,False,False,False,False,False,True
7wk9_c0-d0,False,False,False,False,False,False,False,False,False,False,False
7wk9_a0-b0,False,False,False,False,False,False,False,False,False,False,False
7wka_c0-d0,True,False,False,False,False,False,False,False,False,False,True
7wka_a0-b0,True,False,False,False,False,False,False,False,False,False,True
7wkd_E0-E1,False,False,False,False,False,False,False,False,False,False,False
7wkx_A0-C0,False,False,False,False,False,False,False,False,False,False,False
7wkx_B0-D0,False,False,False,False,False,False,False,False,False,False,False
7wlc_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7wly_P0-O0,False,False,False,False,False,False,False,False,False,False,False
7wly_Y0-X0,False,False,False,False,False,False,False,False,False,False,False
7wlz_P0-O0,False,False,False,False,False,False,False,False,False,False,False
7wm0_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7zfa_M0-N0,True,False,False,False,False,False,False,False,False,False,True
7zfa_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7zfa_E0-F0,True,False,False,False,False,False,False,False,False,False,True
7zfa_J0-K0,True,False,False,False,False,False,False,False,False,False,True
7zfa_X0-Y0,True,False,False,False,False,False,False,False,False,False,True
7zfa_S0-T0,True,False,False,False,False,False,False,False,False,False,True
7zfa_O0-P0,True,False,False,False,False,False,False,False,False,False,True
7zfa_Q0-R0,True,False,False,False,False,False,False,False,False,False,True
7zfb_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7zfb_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7zfb_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7zfb_J0-K0,False,False,False,False,False,False,False,False,False,False,False
7wn8_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7wn8_P0-Q0,False,False,False,False,False,False,False,False,False,False,False
7wnb_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7wo4_D0-E0,True,False,False,False,False,False,False,False,False,False,True
7wo4_F0-G0,True,False,False,False,False,False,False,False,False,False,True
7wo4_H0-I0,True,False,False,False,False,False,False,False,False,False,True
7wo4_M0-N0,True,False,False,False,False,False,False,False,False,False,True
7wo4_O0-P0,True,False,False,False,False,False,False,False,False,False,True
7wo4_Q0-R0,True,False,False,False,False,False,False,False,False,False,True
7wo5_D0-E0,False,False,False,False,False,False,False,False,False,False,False
7wo5_F0-G0,False,False,False,False,False,False,False,False,False,False,False
7wo5_H0-I0,False,False,False,False,False,False,False,False,False,False,False
7wo7_A0-B0,True,False,False,False,False,False,False,False,False,False,True
7woa_D0-B0,False,False,False,False,False,False,False,False,False,False,False
7woa_F0-G0,False,False,False,False,False,False,False,False,False,False,False
7wob_D0-B0,False,False,False,False,False,False,False,False,False,False,False
7wob_H0-I0,False,False,False,False,False,False,False,False,False,False,False
7wob_F0-G0,False,False,False,False,False,False,False,False,False,False,False
7woc_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7wog_A0-B0,True,False,False,False,False,False,False,False,False,False,True
7won_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7wop_B1-B0,True,False,False,False,False,False,False,False,False,False,True
7wop_C1-C0,True,False,False,False,False,False,False,False,False,False,True
7woq_D1-D0,False,False,False,False,False,False,False,False,False,False,False
7wor_D1-D0,True,False,False,False,False,False,False,False,False,False,True
7wor_F1-F0,True,False,False,False,False,False,False,False,False,False,True
7wor_E1-E0,True,False,False,False,False,False,False,False,False,False,True
7wos_D1-D0,True,False,False,False,False,False,False,False,False,False,True
7wos_F1-F0,True,False,False,False,False,False,False,False,False,False,True
7wos_E1-E0,True,False,False,False,False,False,False,False,False,False,True
7wos_G1-G0,True,False,False,False,False,False,False,False,False,False,True
7wou_D1-D0,False,False,False,False,False,False,False,False,False,False,False
7wou_F1-F0,False,False,False,False,False,False,False,False,False,False,False
7wou_E1-E0,False,False,False,False,False,False,False,False,False,False,False
7wou_G1-G0,False,False,False,False,False,False,False,False,False,False,False
7wov_D1-D0,True,False,False,False,False,False,False,False,False,False,True
7wov_F1-F0,True,False,False,False,False,False,False,False,False,False,True
7wov_H1-H0,True,False,False,False,False,False,False,False,False,False,True
7wov_E1-E0,True,False,False,False,False,False,False,False,False,False,True
7wov_G1-G0,True,False,False,False,False,False,False,False,False,False,True
7wov_I1-I0,True,False,False,False,False,False,False,False,False,False,True
7wow_D1-D0,True,False,False,False,False,False,False,False,False,False,True
7wow_F1-F0,True,False,False,False,False,False,False,False,False,False,True
7wow_H1-H0,True,False,False,False,False,False,False,False,False,False,True
7wow_M1-M0,True,False,False,False,False,False,False,False,False,False,True
7wow_O1-O0,True,False,False,False,False,False,False,False,False,False,True
7wow_Q1-Q0,True,False,False,False,False,False,False,False,False,False,True
7wow_E1-E0,True,False,False,False,False,False,False,False,False,False,True
7wow_G1-G0,True,False,False,False,False,False,False,False,False,False,True
7wow_I1-I0,True,False,False,False,False,False,False,False,False,False,True
7wow_N1-N0,True,False,False,False,False,False,False,False,False,False,True
7wow_P1-P0,True,False,False,False,False,False,False,False,False,False,True
7wow_R1-R0,True,False,False,False,False,False,False,False,False,False,True
7wp0_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7wp1_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7wp2_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7wp5_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7wp6_B0-I0,True,False,False,False,False,False,False,False,False,False,True
7wp6_D0-C0,True,False,False,False,False,False,False,False,False,False,True
7wp6_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7wp8_D0-C0,True,False,False,False,False,False,False,False,False,False,True
7wp8_E0-G0,True,False,False,False,False,False,False,False,False,False,True
7wp8_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7wpd_X0-Y0,False,False,False,False,False,True,False,False,False,False,True
7wpe_X0-Y0,False,False,False,True,False,False,False,False,False,False,True
7wpe_U0-V0,False,False,False,False,False,False,False,False,False,False,False
7wpf_R0-S0,False,False,False,True,False,True,True,False,False,False,True
7wpf_U0-V0,False,False,False,False,False,False,False,False,False,False,False
7wpf_X0-Y0,False,False,False,False,False,False,True,False,False,False,True
7wpv_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7wr8_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7wr9_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7wrj_A0-B0,True,False,False,False,False,False,False,False,False,False,True
7wrl_A0-B0,True,False,False,False,False,False,False,False,False,True,True
7wro_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7wrv_U0-V0,False,False,False,False,False,False,False,False,False,False,False
7wry_H0-L0,False,False,False,False,False,False,False,False,False,True,True
7wrz_H0-L0,False,False,False,False,False,False,False,False,False,True,True
7ws0_E0-D0,False,False,False,False,False,False,False,False,False,False,False
7ws0_G0-F0,False,False,False,False,False,False,False,False,False,False,False
7ws0_I0-H0,False,False,False,False,False,False,False,False,False,False,False
7ws1_E0-D0,False,False,False,False,False,False,False,False,False,False,False
7ws1_I0-H0,False,False,False,False,False,False,False,False,False,False,False
7ws1_G0-F0,False,False,False,False,False,False,False,False,False,False,False
7ws1_K0-J0,False,False,False,False,False,False,False,False,False,False,False
7ws2_E0-D0,False,False,False,False,False,False,False,False,False,False,False
7ws3_E0-D0,True,False,False,False,False,False,False,False,False,False,True
7ws3_G0-F0,True,False,False,False,False,False,False,False,False,False,True
7ws3_I0-H0,True,False,False,False,False,False,False,False,False,False,True
7ws4_I0-H0,True,False,False,False,False,False,False,False,False,False,True
7ws5_E0-D0,True,False,False,False,False,False,False,False,False,False,True
7ws5_G0-F0,True,False,False,False,False,False,False,False,False,False,True
7ws5_I0-H0,True,False,False,False,False,False,False,False,False,False,True
7ws6_I0-H0,True,False,False,False,False,False,False,False,False,False,True
7ws7_G0-F0,False,False,False,False,False,False,False,False,False,False,False
7ws7_K0-J0,False,False,False,False,False,False,False,False,False,False,False
7wsc_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7wsi_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7wt7_H0-D0,False,False,False,False,False,False,False,False,False,False,False
7wt8_H0-D0,True,False,False,False,False,False,False,False,False,False,True
7wt8_J0-I0,True,False,False,False,False,False,False,False,False,False,True
7zfc_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7zfc_A0-B0,False,False,False,False,False,False,False,False,False,False,False
1ct8_D0-C0,False,False,False,False,False,False,False,False,False,False,False
1ct8_B0-A0,False,False,False,False,False,False,False,False,False,False,False
1cu4_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1cz8_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1cz8_Y0-X0,False,False,False,False,False,False,False,False,False,False,False
1d5b_B0-A0,False,False,False,False,False,False,False,False,False,False,False
1d5b_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1d5i_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1dba_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1dbb_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1dbj_H0-L0,False,False,False,False,False,False,False,False,False,False,False
1h0d_B0-A0,False,False,False,False,False,False,False,False,False,False,False
2w65_A0-B0,False,False,False,False,False,False,False,False,False,False,False
2w65_C0-D0,False,False,False,False,False,False,False,False,False,False,False
2zuq_C0-B0,False,False,False,False,False,False,False,False,False,False,False
2zuq_F0-E0,False,False,False,False,False,False,False,False,False,False,False
3ab0_B0-C0,False,False,False,False,False,False,False,False,False,False,False
3ab0_E0-F0,False,False,False,False,False,False,False,False,False,False,False
3auv_A1-A0,False,False,False,False,False,False,False,False,False,False,False
3auv_D1-D0,False,False,False,False,False,False,False,False,False,False,False
3auv_E1-E0,False,False,False,False,False,False,False,False,False,False,False
3auv_F1-F0,False,False,False,False,False,False,False,False,False,False,False
3auv_B1-B0,False,False,False,False,False,False,False,False,False,False,False
3auv_C1-C0,False,False,False,False,False,False,False,False,False,False,False
3b2u_F0-G0,False,False,False,False,False,False,False,False,False,False,False
3b2u_N0-O0,False,False,False,False,False,False,False,False,False,False,False
3b2u_T0-U0,False,False,False,False,False,False,False,False,False,False,False
3b2u_W0-X0,False,False,False,False,False,False,False,False,False,False,False
3b2u_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3b2u_C0-D0,False,False,False,False,False,False,False,False,False,False,False
3b2u_J0-K0,False,False,False,False,False,False,False,False,False,False,False
3b2u_Q0-R0,False,False,False,False,False,False,False,False,False,False,False
3b2v_H0-L0,False,False,False,False,False,False,False,False,False,False,False
3c5s_B0-A0,False,False,False,False,False,False,False,False,False,False,False
3c5s_D0-C0,False,False,False,False,False,False,False,False,False,False,False
3ggw_B0-A0,False,False,False,False,False,False,False,False,False,False,False
3ggw_D0-C0,False,False,False,False,False,False,False,False,False,False,False
3i75_B0-A0,False,False,False,False,False,False,False,False,False,False,False
6p8m_H0-L0,True,False,False,False,False,False,False,False,False,False,True
6xli_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6xli_C0-D0,False,False,False,False,False,False,False,False,False,False,False
6xli_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7jvd_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7k8n_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7kbt_E0-F0,True,False,False,False,False,False,False,False,False,False,True
7kc1_E0-F0,False,False,False,False,False,False,False,False,False,False,False
7kc1_J0-K0,False,False,False,False,False,False,False,False,False,False,False
7kc1_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7kcr_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7kd6_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7kd6_I0-J0,False,False,False,False,False,False,False,False,False,False,False
7kd6_O0-P0,False,False,False,False,False,False,False,False,False,False,False
7kd6_U0-V0,False,False,False,False,False,False,False,False,False,False,False
7kdd_D0-E0,False,False,False,False,False,False,False,False,False,False,False
7kdd_F0-G0,False,False,False,False,False,False,False,False,False,False,False
7kdd_H0-I0,False,False,False,False,False,False,False,False,False,False,False
7kde_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7kde_J0-I0,True,False,False,False,False,False,False,False,False,False,True
7kde_M0-N0,True,False,False,False,False,False,False,False,False,False,True
7kde_O0-P0,True,False,False,False,False,False,False,False,False,False,True
7kde_Q0-R0,True,False,False,False,False,False,False,False,False,False,True
7kde_S0-T0,True,False,False,False,False,False,False,False,False,False,True
7lf8_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7lki_AAA0-BBB0,False,False,False,False,False,False,False,False,False,False,False
7lki_DDD0-EEE0,False,False,False,False,False,False,False,False,False,False,False
7lm9_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7lsb_B0-D0,False,False,False,False,False,False,False,False,False,False,False
7t77_H0-L0,True,False,False,False,False,False,False,True,False,False,True
7t7b_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7unb_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7unb_F0-E0,False,False,False,False,False,False,False,False,False,False,False
7ut3_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7yv7_F0-E0,True,False,False,False,False,False,False,False,False,True,True
7yve_I0-H0,False,False,False,False,False,False,False,False,False,False,False
7yve_L0-K0,False,False,False,False,False,False,False,False,False,False,False
7yve_O0-N0,False,False,False,False,False,False,False,False,False,False,False
7yvf_C0-A0,False,False,False,False,False,False,False,False,False,False,False
7yvg_I0-H0,False,False,False,False,False,False,False,False,False,False,False
7yvg_K0-J0,False,False,False,False,False,False,False,False,False,False,False
7yvg_M0-L0,False,False,False,False,False,False,False,False,False,False,False
7yvh_C0-A0,True,False,False,False,False,False,False,False,False,False,True
7yvi_O0-N0,True,False,False,False,False,False,False,False,False,False,True
7yvi_J0-H0,True,False,False,False,True,False,False,False,False,False,True
7yvi_K0-I0,True,False,False,False,False,False,False,False,False,False,True
1u8j_B0-A0,False,False,False,False,False,False,False,False,False,False,False
