structure,in_legacy,split,legacy_test_split
6ws6_E0-F0,False,train,False
6ws6_C0-D0,False,train,False
7tly_A0-B0,False,train,False
7tm0_L0-M0,False,train,False
7tm0_J0-K0,False,train,False
7tm0_N0-O0,False,train,False
7tn0_B0-A0,False,train,False
7tn0_C0-D0,False,train,False
7yad_A0-B0,False,train,False
7yad_C0-D0,False,train,False
7l0n_A0-B0,True,train,False
7l0n_C0-D0,True,train,False
7jx3_A0-B0,True,train,False
8hes_H0-L0,False,train,False
8hgl_H0-L0,False,train,False
8hgl_C0-D0,False,train,False
8hgl_F0-G0,False,train,False
8hgm_C0-D0,False,train,False
7ljb_E0-D0,True,train,False
7ljb_G0-F0,True,train,False
4wfe_E0-D0,True,train,False
4wfe_G0-F0,True,train,False
4wff_E0-D0,True,train,False
4wff_G0-F0,True,train,False
4wfg_E0-D0,True,train,False
4wfg_G0-F0,True,train,False
4wfh_E0-D0,True,train,False
4wfh_G0-F0,True,train,False
4i9w_E0-D0,True,train,False
4i9w_G0-F0,True,train,False
7lj4_E0-D0,True,train,False
7lj4_G0-F0,True,train,False
7lj5_E0-D0,True,train,False
7lj5_G0-F0,True,train,False
7tz5_H0-N0,False,train,False
7tz5_I0-L0,False,train,False
7tz5_J0-M0,False,train,False
7tzh_A0-A1,False,train,False
7tzh_C0-C1,False,train,False
1ifh_H0-L0,True,train,False
1hil_B0-A0,True,train,False
1hil_D0-C0,True,train,False
1him_L0-H0,True,train,False
1him_M0-J0,True,train,False
1hin_H0-L0,True,train,False
1igf_H0-L0,True,train,False
1igf_J0-M0,True,train,False
2igf_H0-L0,True,train,False
1igi_H0-L0,True,train,False
1igj_D0-C0,True,train,False
1igj_B0-A0,True,train,False
1igm_H0-L0,True,train,False
1igt_D0-C0,True,train,False
1igt_B0-A0,True,train,False
1ikf_H0-L0,True,train,False
1il1_A0-B0,True,train,False
1ine_H0-L0,True,train,False
1ind_H0-L0,True,train,False
1iqd_B0-A0,True,valid,False
1sm3_H0-L0,True,train,False
5owp_H0-H1,True,train,False
8axh_H0-H1,False,train,False
5n7b_H0-H1,True,train,False
6tgg_H0-H1,True,train,False
6fzq_H0-H1,True,train,False
6fzr_H0-H1,True,train,False
5a2i_H0-H1,False,train,False
5a2j_H0-H1,True,train,False
5a2k_H0-H1,True,train,False
5a2l_H0-H1,True,train,False
1svz_A1-A0,True,train,False
1svz_B1-B0,True,train,False
1cl7_H0-L0,True,train,False
1n4x_H0-L0,True,train,False
1sy6_H0-L0,True,train,False
1t4k_B0-A0,True,train,False
1t4k_D0-C0,True,train,False
1tpx_B0-C0,True,train,False
1tqc_B0-C0,True,train,False
1tqb_B0-C0,True,train,False
1tzh_H0-L0,True,train,False
1tzh_B0-A0,True,train,False
1tzi_B0-A0,True,train,False
3bn9_F0-E0,True,valid,False
3bn9_D0-C0,True,unassigned,False
3wii_H0-L0,True,train,False
3wii_I0-M0,True,train,False
3wih_H0-L0,True,train,False
3wih_I0-M0,True,train,False
3wlw_C0-D0,True,train,False
3wlw_H0-L0,True,train,False
5f9o_H0-L0,True,train,False
5f9w_H0-L0,True,train,False
5f9w_B0-C0,True,train,False
5fb8_B0-A0,True,train,False
5fcs_L1-H0,False,train,False
5fcs_H1-L0,False,train,False
5feh_B0-A0,True,train,False
5feh_D0-C0,True,train,False
5feh_F0-E0,True,train,False
1kno_B0-A0,True,train,False
1kno_D0-C0,True,train,False
1kno_F0-E0,True,train,False
2gfb_B0-A0,True,train,False
2gfb_D0-C0,True,train,False
2gfb_H0-G0,True,train,False
2gfb_J0-I0,True,train,False
2gfb_N0-M0,True,train,False
2gfb_P0-O0,True,train,False
2gfb_F0-E0,True,train,False
2gfb_L0-K0,True,train,False
1s5i_H0-L0,True,train,False
7yzj_H0-L0,False,train,False
1f8t_H0-L0,True,train,False
1f90_H0-L0,True,train,False
2aj3_B0-A0,True,train,False
2aj3_D0-C0,True,train,False
2aj3_F0-E0,True,train,False
2ajs_H0-L0,True,train,False
2aju_H0-L0,True,train,False
2ajv_H0-L0,True,train,False
2ajx_H0-L0,True,train,False
2ajy_H0-L0,True,train,False
2ajz_B0-A0,True,train,False
2ajz_H0-L0,True,train,False
2ak1_H0-L0,True,train,False
6zqk_B0-A2,False,train,False
6zqk_D0-C2,False,train,False
2gjj_A1-A0,True,train,False
2gjj_B1-B0,True,train,False
3h3b_C1-C0,True,train,False
3h3b_D1-D0,True,train,False
6ztd_H0-L0,True,train,False
6ztf_A0-B0,True,valid,False
6ztf_H0-L0,True,unassigned,False
6ztr_A0-B0,True,unassigned,False
6ztr_H0-L0,True,unassigned,False
6zvf_H0-L0,False,train,False
8dy4_A0-A1,False,unassigned,False
5hhv_H0-L0,True,train,False
8dy1_C1-C0,False,unassigned,False
8dy1_D1-D0,False,unassigned,False
8dy5_A1-A0,False,valid,False
8dy5_B1-B0,False,unassigned,False
2vxs_H0-L0,True,train,False
2vxs_I0-M0,True,train,False
2vxs_J0-N0,True,train,False
2vxs_K0-O0,True,train,False
6t9e_AAA0-BBB0,True,train,False
6t9e_HHH0-LLL0,True,train,False
6t9d_AAA0-BBB0,False,train,False
6t9d_HHH0-LLL0,False,train,False
6vbp_J0-I0,True,train,False
6vbp_H0-L0,True,train,False
6vbp_A0-B0,True,train,False
6vbp_C0-D0,True,train,False
6vbq_A0-B0,True,train,False
6vbq_E0-F0,True,train,False
6vbq_H0-L0,True,train,False
6vbq_C0-D0,True,train,False
6vc9_H0-L0,False,train,False
7ej5_H0-L0,True,train,False
7ej5_I0-M0,True,train,False
7ej5_J0-N0,True,train,False
7f7e_C0-L0,False,train,False
7f9w_B0-C0,False,train,False
7fjc_H0-L0,False,train,False
7fci_H0-L0,False,train,False
7fjn_H0-L0,False,train,False
7fjn_I0-J0,False,train,False
7fjo_F0-G0,False,train,False
7fjo_H0-L0,False,train,False
7fjo_J0-K0,False,train,False
7fjs_H0-L0,False,train,False
7fjs_C0-A0,False,train,False
7jhg_H0-L0,True,train,False
7kql_H0-L0,False,train,False
7kr5_M0-N0,True,train,False
7kr5_O0-P0,True,train,False
7kr5_H0-L0,True,train,False
3uzv_B0-B1,True,train,False
3uzq_A0-A1,True,train,False
3uyp_A0-A1,True,train,False
3uze_A0-A1,True,train,False
3uze_B0-B1,True,train,False
4otx_I0-M0,True,train,False
4otx_H0-L0,True,train,False
4q0x_H0-L0,False,train,False
4qhl_A0-B0,True,train,False
4qhl_C0-D0,True,train,False
6vpy_A0-B0,True,train,False
6vpy_H0-L0,True,train,False
5ocy_H0-L0,True,unassigned,False
5od0_H0-L0,False,valid,False
5ocx_H0-L0,True,unassigned,False
5ock_H0-L0,True,unassigned,False
6zjg_HHH0-LLL0,True,train,False
5od8_A0-B0,True,train,False
5odb_A0-B0,True,train,False
5opy_H0-L0,True,train,False
5otj_H0-L0,True,unassigned,False
5otj_B0-A0,True,unassigned,False
8ojt_H0-L0,False,valid,False
8ojs_B0-A0,False,unassigned,False
8ojs_H0-L0,False,unassigned,False
8ojv_H0-L0,False,unassigned,False
8oju_H0-L0,False,unassigned,False
8q6k_H0-L0,False,unassigned,False
5sx4_J0-I0,True,train,False
5sx4_H0-L0,True,train,False
5sx5_J0-K0,True,train,False
5sx5_H0-L0,True,train,False
1ken_T0-U0,True,train,False
1ken_H0-L0,True,train,False
1z3g_H0-L0,True,train,False
1z3g_I0-M0,True,train,False
1za6_B0-A0,True,train,False
1za6_D0-C0,True,train,False
1za6_F0-E0,True,train,False
1za6_H0-G0,True,train,False
1zan_H0-L0,True,train,False
1ztx_H0-L0,True,train,False
2a77_H0-L0,True,train,False
2ai0_H0-L0,True,train,False
2ai0_I0-M0,True,train,False
2ai0_J0-N0,True,train,False
2ai0_K0-O0,True,train,False
2a1w_H0-L0,True,train,False
2a1w_I0-M0,True,train,False
2a9m_H0-L0,True,unassigned,False
2a9m_I0-M0,True,test,False
2a9n_H0-L0,True,train,False
2a9n_I0-M0,True,train,False
2aab_H0-L0,True,train,False
2adf_H0-L0,True,train,False
2adg_B0-A0,True,train,False
2adi_B0-A0,True,train,False
2adj_B0-A0,True,train,False
2aep_H0-L0,True,train,False
2aeq_H0-L0,True,train,False
3bqu_D0-C0,True,train,False
4al8_H0-L0,False,train,False
4ala_H0-L0,False,train,False
4am0_A0-B0,False,train,False
4am0_C0-D0,False,train,False
4am0_E0-F0,False,train,False
4am0_H0-L0,False,train,False
7ssc_H0-L0,False,train,False
7u64_A0-B0,False,train,False
7u64_C0-D0,False,train,False
7u64_E0-F0,False,train,False
7u64_G0-H0,False,train,False
7u64_I0-J0,False,train,False
7u64_K0-L0,False,train,False
7u64_M0-N0,False,train,False
7u64_O0-P0,False,train,False
7u64_Q0-R0,False,train,False
1i8m_H0-L0,True,train,False
1i8m_B0-A0,True,train,False
1xf2_H0-L0,True,train,False
1xf2_B0-A0,True,train,False
1xf3_B0-A0,True,train,False
1xf3_H0-L0,True,train,False
1xf4_H0-L0,True,train,False
1xf4_B0-A0,True,train,False
2fr4_H0-L0,True,train,False
2fr4_B0-A0,True,train,False
4lmq_H0-L0,True,train,False
4lmq_E0-I0,True,train,False
4ncc_H0-L0,True,train,False
4ncc_20-10,True,train,False
7l5j_Y0-X0,True,train,False
7l5j_W0-L0,True,train,False
5dk3_B0-A0,True,valid,False
5dk3_G0-F0,True,unassigned,False
5jxe_D0-C0,True,unassigned,False
5jxe_G0-F0,True,unassigned,False
5b8c_B0-A0,True,unassigned,False
5b8c_E0-D0,True,unassigned,False
5b8c_H0-G0,True,unassigned,False
5b8c_K0-J0,True,unassigned,False
5ggs_A0-B0,True,unassigned,False
5ggs_C0-D0,True,unassigned,False
5dlm_I0-M0,True,train,False
5dlm_H0-L0,True,train,False
5dmg_H0-L0,True,train,False
5dmg_C0-D0,True,train,False
5dmg_E0-F0,True,train,False
5dqd_H0-L0,True,train,False
5dqj_H0-L0,True,train,False
5dqj_A0-B0,True,train,False
5dr5_H0-L0,True,train,False
5drw_A0-B0,True,train,False
5drx_A0-B0,True,train,False
5drx_H0-L0,True,train,False
5drz_H0-L0,True,train,False
5drz_B0-A0,True,train,False
7n04_H0-L0,False,train,False
7n05_H0-L0,False,train,False
5dsc_A0-B0,True,train,False
5dsc_C0-D0,True,train,False
5dsc_E0-F0,True,train,False
5dsc_H0-L0,True,train,False
5dtf_A0-B0,True,train,False
5dtf_H0-L0,True,train,False
5dub_A0-B0,True,train,False
5dub_H0-L0,True,train,False
5ds8_A0-B0,True,train,False
5ds8_H0-L0,True,train,False
5dum_H0-L0,True,train,False
5dup_H0-L0,True,train,False
5dur_B0-D0,True,train,False
5dur_H0-L0,True,train,False
5dyo_H0-L0,True,train,False
5dyo_A0-B0,True,train,False
5e08_H0-L0,True,train,False
5e2t_H0-L0,True,train,False
5e2u_H0-L0,False,train,False
5e2v_H0-L0,True,train,False
5e2w_H0-L0,True,train,False
8eee_H0-L0,False,train,False
8eee_A0-B0,False,train,False
8ef0_H0-L0,False,train,False
8eh5_H0-L0,False,train,False
8eh5_M0-N0,False,train,False
8eh5_O0-P0,False,train,False
7rqp_A0-B0,False,train,False
7rqr_A0-B0,True,test,True
7rqr_H0-L0,True,unassigned,False
8eq6_H0-L0,False,train,False
8g3r_C0-B0,False,train,False
8g3q_C0-B0,False,train,False
8g3q_I0-D0,False,train,False
8g3q_A0-L0,False,train,False
8g3z_H0-L0,False,train,False
8g3z_E0-F0,False,train,False
8g3z_G0-I0,False,train,False
8g3z_J0-K0,False,train,False
8g40_A0-L0,False,train,False
8g40_B0-M0,False,train,False
8g40_C0-N0,False,train,False
8g30_E0-F0,False,train,False
8g30_H0-L0,False,train,False
8g30_G0-I0,False,train,False
8g30_J0-K0,False,train,False
8g3v_A0-L0,False,train,False
8g3v_B0-M0,False,train,False
8g3v_C0-N0,False,train,False
8g3v_D0-O0,False,train,False
8g4t_H0-L0,False,train,False
8g4t_D0-E0,False,train,False
8g4t_J0-K0,False,train,False
6x7w_H0-L0,False,train,False
6x7w_A0-C0,False,train,False
8gc0_H0-L0,False,train,False
8gho_A0-B0,False,train,False
8gho_H0-L0,False,train,False
8h7z_F0-I0,False,train,False
8h7l_D0-G0,False,train,False
8h7l_E0-H0,False,train,False
8h7l_F0-I0,False,train,False
8saw_C0-D0,False,train,False
8saw_H0-I0,False,train,False
8saw_M0-N0,False,train,False
5u15_A0-B0,True,train,False
5u15_H0-L0,True,train,False
8sb2_C0-D0,False,train,False
8sb2_H0-I0,False,train,False
8sb2_M0-N0,False,train,False
8tui_H0-L0,False,train,False
1qkz_H0-L0,True,train,False
4hbc_H0-L0,True,train,False
6pil_A0-A1,True,train,False
6pk8_A0-A1,True,train,False
6pk8_D0-D1,True,train,False
6pk8_B0-B1,True,train,False
6pk8_C0-C1,True,train,False
4hc1_M0-N0,True,train,False
4hc1_H0-L0,True,train,False
6a4k_H0-L0,True,unassigned,False
6a4k_I0-M0,True,unassigned,False
6a4k_J0-N0,True,unassigned,False
6a4k_K0-O0,True,unassigned,False
6jp7_H0-L0,True,valid,False
6igu_H0-L0,True,train,False
6a9k_H0-L0,True,train,False
6a9k_B0-A0,True,train,False
7bq5_C0-D0,True,train,False
7bq5_H0-L0,True,train,False
7f2s_A0-B0,False,train,False
7fcp_B0-D0,False,train,False
7fcq_H0-L0,False,train,False
7fcp_H0-L0,False,train,False
7v64_B0-A0,False,train,False
7v7k_B0-A0,False,train,False
7v3q_B0-A0,False,train,False
7v3q_D0-C0,False,train,False
7v4w_B0-A0,False,train,False
7vyr_A0-B0,True,unassigned,False
7vyr_H0-L0,True,test,True
7wn2_H0-L0,False,train,False
7wn2_B0-C0,False,train,False
8i5i_H0-L0,False,train,False
7wsl_H0-L0,False,test,False
8gy5_A0-B0,False,train,False
8gy5_H0-L0,False,train,False
7wvm_A0-B0,False,train,False
7wvm_C0-D0,False,train,False
8hws_D0-E0,False,train,False
8hwt_D0-E0,False,train,False
7xcp_H0-L0,False,train,False
8df5_H0-L0,False,train,False
8df5_M0-N0,False,train,False
7tn0_H0-G0,False,train,False
7tn0_M0-N0,False,train,False
7l0n_H0-L0,True,train,False
7l0n_M0-N0,True,train,False
7jx3_H0-L0,True,train,False
8r8d_H0-L0,False,train,False
8r8d_E0-I0,False,train,False
8t7f_C0-G0,False,train,False
8t7f_A0-B0,False,train,False
8t7f_D0-E0,False,train,False
8t7f_F0-H0,False,train,False
8t7f_I0-J0,False,train,False
8t7f_K0-L0,False,train,False
8t7g_A0-B0,False,train,False
8t7i_A0-B0,False,train,False
4hf5_H0-L0,True,train,False
4hfu_H0-L0,True,train,False
4hfw_B0-A0,True,train,False
4hfw_H0-L0,True,train,False
6ion_H0-L0,True,train,False
6j5d_H0-L0,True,train,False
6j5f_H0-L0,True,train,False
6j5g_H0-L0,True,train,False
7c4s_J0-K0,True,train,False
7c4s_H0-L0,True,train,False
7c88_A0-B0,False,train,False
7c88_H0-L0,False,train,False
7chy_H0-L0,True,train,False
7coe_B0-C0,True,train,False
7coe_H0-L0,True,train,False
7dpm_A0-B0,True,train,False
7dpm_D0-E0,True,train,False
7dpm_G0-H0,True,train,False
7dpm_J0-K0,True,train,False
7e5o_H0-L0,False,train,False
7sgm_H0-L0,False,train,False
7sgm_K0-M0,False,train,False
7sgm_X0-Y0,False,train,False
6w9g_H0-L0,False,train,False
6w9g_K0-M0,False,train,False
6w9g_X0-Y0,False,train,False
7sen_H0-L0,False,train,False
6w5a_H0-L0,False,train,False
6w4w_H0-L0,False,train,False
1i9r_H0-L0,True,train,False
1i9r_K0-M0,True,train,False
1i9r_X0-Y0,True,train,False
6bjz_H0-L0,False,train,False
7vmz_H0-L0,False,train,False
7wph_H0-L0,False,train,False
7wph_E0-D0,False,train,False
7xeg_C0-D0,False,train,False
7xeg_E0-F0,False,train,False
7xei_C0-D0,False,train,False
7xei_E0-F0,False,train,False
7xrz_H0-L0,False,train,False
7xrz_B0-A0,False,train,False
7c61_H0-L0,True,train,False
7c6a_H0-L0,True,train,False
7xy8_I0-M0,False,train,False
7xy8_H0-L0,False,train,False
7yck_C0-D0,False,train,False
7yck_E0-F0,False,train,False
7ycl_A0-B0,False,test,False
7ycl_H0-L0,False,unassigned,False
8dpl_F0-G0,False,train,False
8dpl_A0-B0,False,train,False
8dpl_K0-L0,False,train,False
8dpl_H0-H1,False,train,False
8dpl_C0-C1,False,train,False
8dpl_O0-O1,False,train,False
8dpm_H0-H1,False,train,False
8dpm_C0-C1,False,train,False
8dpm_M0-M1,False,train,False
6dg2_A0-B0,True,train,False
6dg2_C0-D0,True,train,False
8dpm_I0-J0,False,train,False
8dpm_D0-E0,False,train,False
8dpm_N0-O0,False,train,False
8dz3_H0-L0,False,train,False
8dz3_A0-B0,False,train,False
8dz3_C0-D0,False,train,False
8dz3_E0-F0,False,train,False
8dz3_M0-N0,False,train,False
8dz3_O0-P0,False,train,False
8dz3_Q0-R0,False,train,False
8f95_H0-L0,False,train,False
8f95_A0-B0,False,train,False
8f9e_H0-L0,False,train,False
8f9e_A0-B0,False,train,False
8f9f_H0-L0,False,train,False
8f9f_A0-B0,False,train,False
8f9s_H0-L0,False,train,False
8f9s_A0-B0,False,train,False
8f9t_A0-B0,False,train,False
8f9t_H0-L0,False,train,False
4wv1_E0-D0,True,train,False
4wv1_B0-A0,True,train,False
4xwg_H0-L0,True,train,False
5bv7_C0-B0,True,train,False
5v6l_I0-M0,True,train,False
5v6l_H0-L0,True,train,False
5v6m_H0-L0,True,train,False
5v7r_H0-L0,True,train,False
5v7u_H0-L0,True,valid,False
6h06_A0-B0,True,unassigned,False
6h06_H0-L0,True,unassigned,False
6h06_C0-D0,True,unassigned,False
6h06_E0-F0,True,unassigned,False
6h0e_H0-L0,True,valid,False
6h0e_E0-F0,True,unassigned,False
6h0e_A0-B0,True,unassigned,False
6h0e_C0-D0,True,unassigned,False
8gje_H0-L0,False,train,False
8gje_G0-J0,False,train,False
8gje_I0-K0,False,train,False
4jpv_H0-L0,True,train,False
7mxd_C0-D0,False,train,False
7mxd_J0-K0,False,train,False
7mxd_S0-U0,False,train,False
8c8t_R0-T0,False,train,False
8c8t_S0-U0,False,train,False
7pc2_K0-L0,False,train,False
7pc2_G0-H0,False,train,False
7pc2_I0-J0,False,train,False
4lsv_H0-L0,True,train,False
5vag_C0-B0,True,train,False
5vcn_F0-E0,True,train,False
5vcn_D0-C0,True,train,False
5vf6_A1-A0,True,train,False
5vgj_H0-L0,True,train,False
5ewi_H0-L0,True,train,False
8w83_A0-B0,False,unassigned,False
8w83_E0-F0,False,unassigned,False
8w83_I0-J0,False,unassigned,False
8w83_M0-N0,False,unassigned,False
8w84_A0-B0,False,valid,False
1jgv_H0-L0,True,train,False
1jgu_H0-L0,True,train,False
1jhl_H0-L0,True,train,False
1jn6_B0-A0,True,train,False
1jnh_B0-A0,True,train,False
1jnh_D0-C0,True,train,False
1jnh_F0-E0,True,train,False
1jnh_H0-G0,True,train,False
1jnn_H0-L0,True,train,False
1jnl_H0-L0,True,train,False
1t66_D0-C0,True,train,False
1t66_H0-L0,True,train,False
1wej_H0-L0,True,train,False
1qbl_H0-L0,True,train,False
1qbm_H0-L0,True,train,False
1wt5_A0-C0,True,train,False
2z4q_B0-A0,True,train,False
1wt5_B0-D0,True,train,False
1x9q_A1-A0,False,train,False
1xgp_B0-A0,True,train,False
1xgq_B0-A0,True,train,False
1xgr_B0-A0,True,train,False
1xgt_B0-A0,True,train,False
1xgu_B0-A0,True,train,False
1dqj_B0-A0,True,train,False
1dqm_H0-L0,True,train,False
1dqq_B0-A0,True,train,False
1dqq_D0-C0,True,train,False
1nby_B0-A0,True,train,False
1nbz_B0-A0,True,train,False
1xgy_I0-M0,True,train,False
1xgy_H0-L0,True,train,False
1xiw_H0-G0,True,train,False
1xiw_D0-C0,True,train,False
1y0l_H0-L0,True,train,False
1y0l_B0-A0,True,train,False
1y0l_D0-C0,True,train,False
1y0l_F0-E0,True,train,False
1y18_H0-L0,True,train,False
1y18_B0-A0,True,train,False
1y18_D0-C0,True,train,False
1y18_F0-E0,True,train,False
3cfj_H0-L0,True,train,False
3cfj_B0-A0,True,train,False
3cfj_D0-C0,True,train,False
3cfj_F0-E0,True,train,False
3cfk_H0-L0,True,train,False
3cfk_B0-A0,True,train,False
3cfk_D0-C0,True,train,False
3cfk_F0-E0,True,train,False
3cfk_I0-G0,True,train,False
3cfk_K0-J0,True,train,False
3cfk_N0-M0,True,train,False
3cfk_P0-O0,True,train,False
3zkm_C0-D0,True,train,False
3zkm_H0-L0,True,train,False
3zkn_C0-D0,True,train,False
3zkn_H0-L0,True,train,False
5fhb_H0-L0,True,test,False
5fha_H0-L0,True,train,False
1mam_H0-L0,True,train,False
3v6z_A0-B0,True,train,False
3v6z_C0-D0,True,train,False
3v6f_A0-B0,True,train,False
3v6f_C0-D0,True,train,False
3v6f_E0-F0,True,train,False
3v6f_H0-L0,True,train,False
4z0b_H0-L0,False,train,False
5gs0_X0-Y0,True,train,False
5gs0_H0-L0,True,train,False
5gru_L0-H1,False,train,False
7s6c_E0-G0,False,train,False
7s6c_H0-F0,False,train,False
7s6d_E0-G0,False,train,False
7s6d_D0-F0,False,train,False
7m7f_C0-D0,False,train,False
7m7f_E0-F0,False,train,False
6fla_A0-B0,True,train,False
6fla_H0-L0,True,train,False
6flb_H0-L0,True,train,False
6mqm_A0-B0,True,train,False
6mqm_D0-E0,True,train,False
6mqm_G0-H0,True,train,False
6mqm_J0-K0,True,train,False
6mqr_H0-L0,True,train,False
6mqs_A0-B0,True,train,False
6mqs_C0-D0,True,train,False
6mto_H0-L0,True,train,False
7uz9_H0-L0,False,train,False
7uz9_P0-Q0,False,train,False
7uz9_M0-N0,False,train,False
7uzc_E0-F0,False,train,False
7uzc_H0-L0,False,train,False
7uza_H0-L0,False,train,False
7v05_A0-a0,False,train,False
7v05_N0-n0,False,train,False
7v05_B0-b0,False,train,False
7v05_C0-c0,False,train,False
7v05_D0-d0,False,train,False
7v05_E0-e0,False,train,False
7v05_F0-f0,False,train,False
7v05_G0-g0,False,train,False
7v05_H0-h0,False,train,False
7v05_I0-i0,False,train,False
7v05_J0-j0,False,train,False
7v05_K0-k0,False,train,False
7v05_L0-l0,False,train,False
7v05_M0-m0,False,train,False
7uyl_H0-L0,False,train,False
7uym_H0-L0,False,train,False
7v23_Q0-R0,False,train,False
7v23_S0-T0,False,train,False
7v23_O0-P0,False,train,False
7v24_H0-L0,False,train,False
7e8c_H0-L0,True,train,False
7e8c_S0-U0,True,train,False
7e8c_T0-V0,True,train,False
7e8f_H0-L0,True,train,False
7v2a_E0-D0,False,train,False
7v2a_G0-F0,False,train,False
7v2a_I0-H0,False,train,False
7v3l_D0-E0,False,train,False
7v3l_F0-G0,False,train,False
7v3l_H0-I0,False,train,False
7zce_E0-E1,False,train,False
7zce_F0-F1,False,train,False
7zce_G0-G1,False,train,False
1dl7_H0-L0,True,train,False
1dqd_H0-L0,True,train,False
1dql_H0-L0,True,train,False
1dsf_H0-L0,True,train,False
1dvf_D0-C0,True,train,False
1ggi_H0-L0,True,train,False
1ggi_J0-M0,True,train,False
1ggb_H0-L0,True,train,False
1gig_H0-L0,True,train,False
2vir_B0-A0,False,train,False
2vis_B0-A0,False,train,False
2vit_B0-A0,False,train,False
1gpo_I0-M0,True,train,False
1gpo_H0-L0,True,train,False
6weq_E0-F0,False,train,False
6weq_G0-H0,False,train,False
6weq_I0-J0,False,train,False
6weq_K0-L0,False,train,False
7k93_G0-G1,True,train,False
7k93_I0-I1,True,train,False
7k93_K0-K1,True,train,False
7k93_E0-E1,True,train,False
6wkm_H0-L0,False,train,False
8fwh_HHH0-LLL0,False,train,False
7djz_A0-B0,True,train,False
7ket_A0-B0,True,train,False
7ke1_A0-B0,False,train,False
7ke1_C0-D0,False,train,False
7kkh_B0-A0,False,valid,False
7raq_H0-L0,False,test,False
7nab_H0-L0,False,unassigned,False
7nab_A0-B0,False,unassigned,False
7si2_G0-F0,False,train,False
7si2_H0-L0,False,train,False
7si2_E0-D0,False,train,False
7t86_H0-L0,False,train,False
7t86_B0-A0,False,train,False
7t86_D0-C0,False,train,False
7t86_F0-E0,False,train,False
7t87_H0-L0,False,train,False
7t8w_H0-L0,False,train,False
7ps2_H0-L0,False,train,False
7ps3_H0-L0,True,test,True
7ps4_B0-C0,True,test,True
7ps4_H0-L0,True,unassigned,False
7ps5_H0-L0,False,train,False
7ps6_H0-L0,True,test,True
7ps6_C0-D0,True,train,False
7q0i_H0-L0,False,train,False
7q0i_A0-B0,False,train,False
7q4q_D0-C0,True,test,True
7q4q_B0-A0,True,unassigned,False
7q6c_H0-L0,False,train,False
7qez_H0-L0,False,train,False
8f5n_H0-L0,False,train,False
2qad_D0-C0,True,train,False
2qad_H0-G0,True,train,False
1rzg_A0-B0,True,train,False
1rzg_C0-D0,True,train,False
2vwe_L0-J0,True,train,False
2vwe_E0-C0,True,train,False
6a3w_A0-B0,True,train,False
6a3w_D0-E0,True,train,False
6a3w_G0-H0,True,train,False
6a3w_J0-K0,True,train,False
6mi2_A0-B0,True,train,False
6mi2_D0-E0,True,train,False
6bzw_C0-D0,True,train,False
6bzw_A0-B0,True,train,False
6bzw_E0-F0,True,train,False
6bzw_G0-H0,True,train,False
6h3h_C0-D0,True,train,False
6h3h_A0-B0,True,train,False
6lcs_A0-B0,True,train,False
6was_A0-B0,True,train,False
6was_H0-L0,True,train,False
6wdt_H0-L0,True,train,False
6wo4_H0-L0,True,train,False
7f7h_C0-D0,False,train,False
7f7h_A0-B0,False,train,False
7k9z_H0-L0,True,train,False
7k9z_B0-A0,True,train,False
7x8t_C0-B0,False,train,False
7x8t_F0-E0,False,train,False
7x8t_I0-H0,False,train,False
7x8t_L0-K0,False,train,False
8bg4_C0-C1,False,train,False
8bg4_A0-A1,False,train,False
8bg5_A0-A1,False,train,False
8bg5_C0-C1,False,train,False
8fym_H0-L0,False,train,False
8fym_B0-A0,False,train,False
8fym_E0-D0,False,train,False
8fym_I0-G0,False,train,False
8fwf_H0-L0,False,train,False
8fzp_A0-B0,False,train,False
8g19_H0-L0,False,train,False
8g1c_C0-D0,False,valid,False
8g1c_A0-B0,False,unassigned,False
5b3j_H0-L0,True,train,False
5b3j_E0-F0,True,train,False
5b4m_C0-D0,True,train,False
5b4m_H0-L0,True,train,False
5b6f_B0-A0,False,train,False
5b6f_D0-C0,False,train,False
5b6f_F0-E0,False,train,False
5b6f_H0-G0,False,train,False
5bjz_C0-L0,True,train,False
5bjz_D0-H0,True,train,False
6u8c_D0-C0,True,train,False
6u8c_H0-L0,True,train,False
5bk0_D0-C0,True,unassigned,False
5bk0_B0-A0,True,unassigned,False
6azx_C0-D0,True,valid,False
6azx_A0-B0,True,unassigned,False
5bk1_C0-D0,True,train,False
5bk1_H0-L0,True,train,False
5bk2_H0-L0,True,train,False
5bk2_C0-D0,True,train,False
5bk3_H0-L0,True,train,False
5bk3_A0-B0,True,train,False
5bk3_C0-D0,True,train,False
5bk3_E0-F0,True,train,False
5bk5_B0-A0,True,train,False
5bk5_H0-G0,True,train,False
5bk5_D0-C0,True,train,False
5bk5_F0-E0,True,train,False
5bmf_H0-L0,False,train,False
5bo1_I0-M0,True,train,False
5bo1_H0-L0,True,train,False
5bv7_H0-L0,True,train,False
5bvj_B0-A0,True,train,False
5bvj_D0-C0,True,train,False
5bvj_F0-E0,True,train,False
5bvj_H0-G0,True,train,False
5bvp_H0-L0,True,train,False
4g5z_H0-L0,True,train,False
4g6j_H0-L0,True,train,False
5bzd_D0-C0,True,train,False
5bzd_B0-A0,True,train,False
5bzw_B0-A0,False,train,False
5c0n_C0-D0,True,train,False
5c0n_H0-L0,True,train,False
5c0r_H0-L0,True,train,False
4hlz_G0-H0,True,train,False
4hlz_I0-J0,True,train,False
